Gene Set,Size,P Value,Description,Gene
GO:0002449,lymphocyte mediated immunity,-2.24,<2.2e-16,MIR-1298
GO:0032612,interleukin-1 production,-2.2703,<2.2e-16,MIR-1298
GO:0002532,production of molecular mediator involved in inflammatory response,-2.3022,<2.2e-16,MIR-1298
GO:0007159,leukocyte cell-cell adhesion,-2.3111,<2.2e-16,MIR-1298
GO:0002446,neutrophil mediated immunity,-2.4726,<2.2e-16,MIR-1298
GO:0032635,interleukin-6 production,-6.1773,0.30008,MIR-1256
GO:0050663,cytokine secretion,-5.8359,0.44907,MIR-1256
GO:0032602,chemokine production,-6.2449,0.51921,MIR-1256
GO:0002250,adaptive immune response,-0.91458,0.61505,MIR-1256
GO:0002285,lymphocyte activation involved in immune response,-0.9331,0.61575,MIR-1256
GO:0002448,mast cell mediated immunity,-0.93722,0.62063,MIR-1256
GO:0071887,leukocyte apoptotic process,-0.98414,0.62162,MIR-1256
GO:0032615,interleukin-12 production,-2.127,<2.2e-16,MIR-1185-1
GO:0032609,interferon-gamma production,-2.1812,<2.2e-16,MIR-1185-1
GO:0002449,lymphocyte mediated immunity,-2.1816,<2.2e-16,MIR-1185-1
GO:0019882,antigen processing and presentation,-2.1824,<2.2e-16,MIR-1185-1
GO:0060759,regulation of response to cytokine stimulus,-2.2095,<2.2e-16,MIR-1185-1
GO:0032606,type I interferon production,-2.2749,<2.2e-16,MIR-1185-1
GO:0035456,response to interferon-beta,-2.4675,<2.2e-16,MIR-1185-1
GO:0034341,response to interferon-gamma,-2.6503,<2.2e-16,MIR-1185-1
GO:0034340,response to type I interferon,-2.6719,<2.2e-16,MIR-1185-1
GO:0032620,interleukin-17 production,-2.0367,0.0017739,MIR-1185-1
GO:0032623,interleukin-2 production,-2.0187,0.0017925,MIR-1185-1
GO:0007159,leukocyte cell-cell adhesion,-2.0263,0.0018921,MIR-1185-1
GO:0035455,response to interferon-alpha,-1.9733,0.0018921,MIR-1185-1
GO:0002250,adaptive immune response,-2.0159,0.0019867,MIR-1185-1
GO:0034340,response to type I interferon,-1.7991,0.025941,MIR-1231
GO:0034341,response to interferon-gamma,-1.7536,0.030764,MIR-1231
GO:0002251,organ or tissue specific immune response,-1.7282,0.038989,MIR-1231
GO:0032620,interleukin-17 production,-1.6628,0.057347,MIR-1231
GO:0002200,somatic diversification of immune receptors,-1.744,0.052553,MIR-1205
GO:0045088,regulation of innate immune response,0.96198,0.77107,MIR-1205
GO:0002526,acute inflammatory response,0.96287,0.77136,MIR-1205
GO:0070741,response to interleukin-6,-0.95746,0.75305,MIR-1278
GO:0060759,regulation of response to cytokine stimulus,-0.99671,0.75423,MIR-1278
GO:0070670,response to interleukin-4,-1.0099,0.75858,MIR-1278
GO:0032613,interleukin-10 production,-0.93347,0.77128,MIR-1278
GO:0002507,tolerance induction,2.3969,0.90604,MIR-1278
GO:0035455,response to interferon-alpha,-1.8903,0.067128,MIR-2113
GO:0032633,interleukin-4 production,-1.8945,0.086521,MIR-2113
GO:0032609,interferon-gamma production,-1.7462,0.11188,MIR-2113
GO:0001773,myeloid dendritic cell activation,-1.82,0.11367,MIR-2113
GO:0042116,macrophage activation,-1.68,0.12642,MIR-2113
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.6697,0.12899,MIR-2113
GO:0002250,adaptive immune response,-1.6816,0.13306,MIR-2113
GO:0032637,interleukin-8 production,-1.6562,0.13699,MIR-2113
GO:0035456,response to interferon-beta,-1.7803,0.13724,MIR-2113
GO:0032613,interleukin-10 production,-1.6887,0.14493,MIR-2113
GO:0034340,response to type I interferon,-1.5816,0.14496,MIR-2113
GO:0034341,response to interferon-gamma,-1.6158,0.14626,MIR-2113
GO:0034612,response to tumor necrosis factor,-1.6965,0.14731,MIR-2113
GO:0070670,response to interleukin-4,1.7653,0.32694,MIR-1299
GO:0042092,type 2 immune response,1.7026,0.47171,MIR-1299
GO:0008356,asymmetric cell division,1.6344,0.51432,MIR-1299
GO:0002449,lymphocyte mediated immunity,1.5434,0.5304,MIR-1299
GO:0010573,vascular endothelial growth factor production,-1.4485,0.94159,MIR-1299
GO:1903706,regulation of hemopoiesis,-1.4694,0.957,MIR-1299
GO:0071887,leukocyte apoptotic process,-0.7102,0.97492,MIR-1299
GO:0035456,response to interferon-beta,-2.078,<2.2e-16,MIR-1257
GO:0034340,response to type I interferon,-2.1486,<2.2e-16,MIR-1257
GO:0019882,antigen processing and presentation,-2.2681,<2.2e-16,MIR-1257
GO:0034341,response to interferon-gamma,-2.3534,<2.2e-16,MIR-1257
GO:0001773,myeloid dendritic cell activation,-1.8183,0.034669,MIR-1257
GO:0032615,interleukin-12 production,-1.8257,0.035235,MIR-1257
GO:0032606,type I interferon production,-1.8014,0.037200,MIR-1257
GO:0002449,lymphocyte mediated immunity,-1.8322,0.037692,MIR-1257
GO:0042092,type 2 immune response,-1.7916,0.038098,MIR-1257
GO:0070661,leukocyte proliferation,-1.8706,0.039114,MIR-1257
GO:0002507,tolerance induction,-1.8393,0.039509,MIR-1257
GO:0008356,asymmetric cell division,-1.7684,0.042003,MIR-1257
GO:0006925,inflammatory cell apoptotic process,-1.7704,0.043144,MIR-1257
GO:0032609,interferon-gamma production,-1.8398,0.044004,MIR-1257
GO:0035455,response to interferon-alpha,-1.7542,0.044448,MIR-1257
GO:0060759,regulation of response to cytokine stimulus,-1.6991,0.056745,MIR-1257
GO:0036230,granulocyte activation,-2.2277,<2.2e-16,MIR-320D-2
GO:0002446,neutrophil mediated immunity,-2.2395,<2.2e-16,MIR-320D-2
GO:0070671,response to interleukin-12,-1.8708,0.0035962,MIR-320D-2
GO:0035455,response to interferon-alpha,1.8338,0.034752,MIR-320D-2
GO:0034612,response to tumor necrosis factor,1.5489,0.16568,MIR-1258
GO:0050900,leukocyte migration,1.5138,0.16579,MIR-1258
GO:0032635,interleukin-6 production,1.5443,0.16811,MIR-1258
GO:0071706,tumor necrosis factor superfamily cytokine production,1.527,0.16814,MIR-1258
GO:0002697,regulation of immune effector process,1.3921,0.16834,MIR-1258
GO:0002269,leukocyte activation involved in inflammatory response,-1.6648,0.16841,MIR-1307
GO:0150076,neuroinflammatory response,-1.401,0.50798,MIR-1307
GO:0002251,organ or tissue specific immune response,-1.4052,0.52933,MIR-1307
GO:0035456,response to interferon-beta,1.3906,0.37725,MIR-1270
GO:0008356,asymmetric cell division,1.3387,0.51019,MIR-1270
GO:0002250,adaptive immune response,2.1131,<2.2e-16,MIR-1294
GO:0007159,leukocyte cell-cell adhesion,2.0939,<2.2e-16,MIR-1294
GO:0002521,leukocyte differentiation,2.0192,<2.2e-16,MIR-1294
GO:0002449,lymphocyte mediated immunity,1.9969,<2.2e-16,MIR-1294
GO:0002694,regulation of leukocyte activation,1.9941,<2.2e-16,MIR-1294
GO:0002526,acute inflammatory response,1.9931,<2.2e-16,MIR-1294
GO:0002285,lymphocyte activation involved in immune response,1.9878,<2.2e-16,MIR-1294
GO:0001819,positive regulation of cytokine production,1.9796,<2.2e-16,MIR-1294
GO:0002532,production of molecular mediator involved in inflammatory response,1.9616,<2.2e-16,MIR-1294
GO:0002764,immune response-regulating signaling pathway,1.959,<2.2e-16,MIR-1294
GO:0001525,angiogenesis,1.9471,<2.2e-16,MIR-1294
GO:0002683,negative regulation of immune system process,1.9276,<2.2e-16,MIR-1294
GO:0001773,myeloid dendritic cell activation,1.9231,<2.2e-16,MIR-1294
GO:0001818,negative regulation of cytokine production,1.9178,<2.2e-16,MIR-1294
GO:0002269,leukocyte activation involved in inflammatory response,1.9154,<2.2e-16,MIR-1294
GO:0002446,neutrophil mediated immunity,1.893,<2.2e-16,MIR-1294
GO:0002683,negative regulation of immune system process,1.7562,0.20310,MIR-1825
GO:0002200,somatic diversification of immune receptors,1.7583,0.20456,MIR-1825
GO:0042092,type 2 immune response,1.7377,0.20585,MIR-1825
GO:0035455,response to interferon-alpha,1.7646,0.20596,MIR-1825
GO:0030101,natural killer cell activation,1.7596,0.20615,MIR-1825
GO:0002269,leukocyte activation involved in inflammatory response,1.7702,0.21049,MIR-1825
GO:0001773,myeloid dendritic cell activation,1.7243,0.21052,MIR-1825
GO:0032613,interleukin-10 production,1.781,0.21166,MIR-1825
GO:0060759,regulation of response to cytokine stimulus,1.7048,0.21194,MIR-1825
GO:0042116,macrophage activation,1.6985,0.21319,MIR-1825
GO:0032620,interleukin-17 production,1.7825,0.21352,MIR-1825
GO:0002521,leukocyte differentiation,1.7829,0.21580,MIR-1825
GO:1990868,response to chemokine,1.5495,0.36740,MIR-1272
GO:0071559,response to transforming growth factor beta,1.5203,0.36751,MIR-1272
GO:0034340,response to type I interferon,1.5252,0.33681,MIR-1243
GO:0007159,leukocyte cell-cell adhesion,2.0964,<2.2e-16,MIR-1976
GO:0002250,adaptive immune response,2.0947,<2.2e-16,MIR-1976
GO:0002449,lymphocyte mediated immunity,2.0597,<2.2e-16,MIR-1976
GO:0002764,immune response-regulating signaling pathway,2.0406,<2.2e-16,MIR-1976
GO:0002521,leukocyte differentiation,2.0261,<2.2e-16,MIR-1976
GO:0002285,lymphocyte activation involved in immune response,2.0229,<2.2e-16,MIR-1976
GO:0002694,regulation of leukocyte activation,2.0098,<2.2e-16,MIR-1976
GO:0001819,positive regulation of cytokine production,1.9495,<2.2e-16,MIR-1976
GO:0001773,myeloid dendritic cell activation,1.9487,<2.2e-16,MIR-1976
GO:0002526,acute inflammatory response,1.9382,<2.2e-16,MIR-1976
GO:0002697,regulation of immune effector process,1.9339,<2.2e-16,MIR-1976
GO:0002446,neutrophil mediated immunity,1.93,<2.2e-16,MIR-1976
GO:0002440,production of molecular mediator of immune response,1.9163,<2.2e-16,MIR-1976
GO:0002269,leukocyte activation involved in inflammatory response,1.8964,<2.2e-16,MIR-1976
GO:0001818,negative regulation of cytokine production,1.8915,<2.2e-16,MIR-1976
GO:0002507,tolerance induction,1.8828,<2.2e-16,MIR-1976
GO:0002532,production of molecular mediator involved in inflammatory response,1.8771,<2.2e-16,MIR-1976
GO:0002251,organ or tissue specific immune response,-1.7569,0.59573,MIR-548F-1
GO:0032616,interleukin-13 production,-1.531,0.63435,MIR-548F-1
GO:0035456,response to interferon-beta,-1.6411,0.66498,MIR-548F-1
GO:0032606,type I interferon production,-1.5649,0.71275,MIR-548F-1
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.1786,0.90744,MIR-548F-1
GO:0002437,inflammatory response to antigenic stimulus,1.1712,0.91532,MIR-548F-1
GO:0002449,lymphocyte mediated immunity,1.4871,0.25425,MIR-1255A
GO:0002250,adaptive immune response,1.4659,0.25666,MIR-1255A
GO:0036230,granulocyte activation,-2.2757,<2.2e-16,MIR-320C-2
GO:0002446,neutrophil mediated immunity,-2.3107,<2.2e-16,MIR-320C-2
GO:0019882,antigen processing and presentation,-1.9799,0.0014458,MIR-320C-2
GO:0035455,response to interferon-alpha,1.4029,0.30695,MIR-320C-2
GO:0008356,asymmetric cell division,1.4039,0.31379,MIR-320C-2
GO:0048010,vascular endothelial growth factor receptor signaling pathway,1.8713,0.13343,MIR-1234
GO:0035455,response to interferon-alpha,1.877,0.13683,MIR-1234
GO:0001525,angiogenesis,1.8367,0.15553,MIR-1234
GO:0043276,anoikis,1.9535,0.16487,MIR-1234
GO:0034340,response to type I interferon,1.741,0.17893,MIR-1234
GO:0007159,leukocyte cell-cell adhesion,1.8193,0.18243,MIR-1234
GO:0002250,adaptive immune response,1.8119,0.18481,MIR-1234
GO:0098760,response to interleukin-7,1.9101,0.0086349,MIR-1306
GO:0032620,interleukin-17 production,-1.5035,0.19729,MIR-1306
GO:0002251,organ or tissue specific immune response,-1.4276,0.23134,MIR-1306
GO:0001525,angiogenesis,2.2361,<2.2e-16,MIR-1228
GO:0007159,leukocyte cell-cell adhesion,2.2021,<2.2e-16,MIR-1228
GO:0002250,adaptive immune response,2.1817,<2.2e-16,MIR-1228
GO:0002521,leukocyte differentiation,2.133,<2.2e-16,MIR-1228
GO:0002449,lymphocyte mediated immunity,2.0683,<2.2e-16,MIR-1228
GO:0002446,neutrophil mediated immunity,2.0676,<2.2e-16,MIR-1228
GO:0002683,negative regulation of immune system process,2.0598,<2.2e-16,MIR-1228
GO:0002285,lymphocyte activation involved in immune response,2.0584,<2.2e-16,MIR-1228
GO:0002694,regulation of leukocyte activation,2.0557,<2.2e-16,MIR-1228
GO:0002764,immune response-regulating signaling pathway,2.0522,<2.2e-16,MIR-1228
GO:0001818,negative regulation of cytokine production,2.0483,<2.2e-16,MIR-1228
GO:0070671,response to interleukin-12,2.1624,<2.2e-16,MIR-1266
GO:0002449,lymphocyte mediated immunity,2.1601,<2.2e-16,MIR-1266
GO:0071559,response to transforming growth factor beta,-1.8606,0.00029051,MIR-1266
GO:0002250,adaptive immune response,2.0698,0.0010734,MIR-1266
GO:0032606,type I interferon production,2.0239,0.0031308,MIR-1266
GO:0034340,response to type I interferon,1.9807,0.0037885,MIR-1266
GO:0035456,response to interferon-beta,1.9815,0.0040253,MIR-1266
GO:0002532,production of molecular mediator involved in inflammatory response,-1.4712,0.62678,MIR-1283-2
GO:0002448,mast cell mediated immunity,-1.5186,0.64079,MIR-1283-2
GO:0030101,natural killer cell activation,-1.3223,0.7182,MIR-1283-2
GO:0043276,anoikis,-1.3446,0.74017,MIR-1283-2
GO:0045576,mast cell activation,-1.5615,0.81177,MIR-1283-2
GO:0002269,leukocyte activation involved in inflammatory response,-1.238,0.87603,MIR-1283-2
GO:0035456,response to interferon-beta,-1.9165,0.088305,MIR-1185-2
GO:0034341,response to interferon-gamma,-1.8338,0.14616,MIR-1185-2
GO:0034340,response to type I interferon,-1.761,0.19488,MIR-1185-2
GO:0035455,response to interferon-alpha,-1.6826,0.28725,MIR-1185-2
GO:0045576,mast cell activation,-1.4434,0.30434,MIR-1185-2
GO:0032606,type I interferon production,-1.4964,0.31424,MIR-1185-2
GO:0035924,cellular response to vascular endothelial growth factor stimulus,2.2307,0.0019450,MIR-1909
GO:0001525,angiogenesis,2.2026,0.0021881,MIR-1909
GO:0034341,response to interferon-gamma,-2.4694,<2.2e-16,MIR-1203
GO:0002764,immune response-regulating signaling pathway,-2.4817,<2.2e-16,MIR-1203
GO:0032609,interferon-gamma production,-2.5568,<2.2e-16,MIR-1203
GO:0032633,interleukin-4 production,-2.2509,0.0013079,MIR-1203
GO:0007159,leukocyte cell-cell adhesion,-2.3857,0.0013079,MIR-1203
GO:0032637,interleukin-8 production,-2.2627,0.0014268,MIR-1203
GO:0002446,neutrophil mediated immunity,-2.2014,0.0014714,MIR-1203
GO:0070661,leukocyte proliferation,-2.3105,0.0015695,MIR-1203
GO:0032613,interleukin-10 production,-2.2078,0.0015695,MIR-1203
GO:0042092,type 2 immune response,-2.1802,0.0016521,MIR-1203
GO:0036230,granulocyte activation,-2.2096,0.0016816,MIR-1203
GO:0032615,interleukin-12 production,-2.189,0.0017439,MIR-1203
GO:0002449,lymphocyte mediated immunity,-2.3386,0.0017439,MIR-1203
GO:0042116,macrophage activation,-2.2099,0.0018110,MIR-1203
GO:0032623,interleukin-2 production,-2.3395,0.0019619,MIR-1203
GO:0002250,adaptive immune response,-2.4053,0.0019619,MIR-1203
GO:0002683,negative regulation of immune system process,-2.1298,0.0035671,MIR-1203
GO:0034340,response to type I interferon,2.4178,<2.2e-16,MIR-1181
GO:0035455,response to interferon-alpha,2.0623,0.0022800,MIR-1181
GO:0032606,type I interferon production,1.9903,0.0035177,MIR-1181
GO:0034341,response to interferon-gamma,1.9714,0.0039085,MIR-1181
GO:0006959,humoral immune response,-1.6446,0.38236,MIR-1277
GO:0008356,asymmetric cell division,-2.6799,0.71757,MIR-1285-1
GO:0070555,response to interleukin-1,-1.289,0.72667,MIR-1285-1
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.2378,0.73109,MIR-1285-1
GO:1990868,response to chemokine,-1.2215,0.73339,MIR-1285-1
GO:0002446,neutrophil mediated immunity,1.8867,0.0025906,MIR-1293
GO:0036230,granulocyte activation,1.8302,0.0068003,MIR-1293
GO:0019882,antigen processing and presentation,1.7707,0.013693,MIR-1293
GO:0035455,response to interferon-alpha,-1.4995,0.34619,MIR-1293
GO:0150076,neuroinflammatory response,-1.4563,0.38341,MIR-1293
GO:0006959,humoral immune response,-1.4701,0.39085,MIR-1293
GO:0002251,organ or tissue specific immune response,1.9353,0.0080812,MIR-1291
GO:0034612,response to tumor necrosis factor,1.7188,0.041832,MIR-1291
GO:0006959,humoral immune response,1.7234,0.042273,MIR-1291
GO:0070670,response to interleukin-4,1.6744,0.062837,MIR-1291
GO:0034341,response to interferon-gamma,1.6542,0.065175,MIR-1291
GO:0032609,interferon-gamma production,1.6201,0.071899,MIR-1291
GO:0032602,chemokine production,-2.2753,<2.2e-16,MIR-1911
GO:0032635,interleukin-6 production,-2.2791,<2.2e-16,MIR-1911
GO:0002285,lymphocyte activation involved in immune response,-2.286,<2.2e-16,MIR-1911
GO:0006959,humoral immune response,-2.311,<2.2e-16,MIR-1911
GO:0032633,interleukin-4 production,-2.3388,<2.2e-16,MIR-1911
GO:0002694,regulation of leukocyte activation,-2.3611,<2.2e-16,MIR-1911
GO:0001818,negative regulation of cytokine production,-2.3702,<2.2e-16,MIR-1911
GO:0032613,interleukin-10 production,-2.3747,<2.2e-16,MIR-1911
GO:0001819,positive regulation of cytokine production,-2.3798,<2.2e-16,MIR-1911
GO:0032623,interleukin-2 production,-2.4026,<2.2e-16,MIR-1911
GO:0002449,lymphocyte mediated immunity,-2.415,<2.2e-16,MIR-1911
GO:0002764,immune response-regulating signaling pathway,-2.4219,<2.2e-16,MIR-1911
GO:0002446,neutrophil mediated immunity,-2.4559,<2.2e-16,MIR-1911
GO:0032612,interleukin-1 production,-2.473,<2.2e-16,MIR-1911
GO:0002532,production of molecular mediator involved in inflammatory response,-2.4847,<2.2e-16,MIR-1911
GO:0036230,granulocyte activation,-2.5002,<2.2e-16,MIR-1911
GO:0007159,leukocyte cell-cell adhesion,-2.5346,<2.2e-16,MIR-1911
GO:0002250,adaptive immune response,-2.6303,<2.2e-16,MIR-1911
GO:0034341,response to interferon-gamma,-2.6338,<2.2e-16,MIR-1911
GO:0007159,leukocyte cell-cell adhesion,2.4103,<2.2e-16,MIR-2110
GO:0002764,immune response-regulating signaling pathway,2.2712,<2.2e-16,MIR-2110
GO:0002526,acute inflammatory response,2.245,<2.2e-16,MIR-2110
GO:0002250,adaptive immune response,2.2168,<2.2e-16,MIR-2110
GO:0032612,interleukin-1 production,2.2086,<2.2e-16,MIR-2110
GO:0006959,humoral immune response,2.1963,<2.2e-16,MIR-2110
GO:0032635,interleukin-6 production,2.192,<2.2e-16,MIR-2110
GO:0001819,positive regulation of cytokine production,2.1366,<2.2e-16,MIR-2110
GO:0002449,lymphocyte mediated immunity,2.1019,<2.2e-16,MIR-2110
GO:0002697,regulation of immune effector process,2.0881,<2.2e-16,MIR-2110
GO:0002521,leukocyte differentiation,2.0603,<2.2e-16,MIR-2110
GO:0034341,response to interferon-gamma,-2.026,0.0054301,MIR-1238
GO:0050663,cytokine secretion,-1.8951,0.035296,MIR-1238
GO:0002532,production of molecular mediator involved in inflammatory response,-1.9047,0.042234,MIR-1238
GO:0002526,acute inflammatory response,-1.7419,0.048509,MIR-1238
GO:0034612,response to tumor necrosis factor,-1.7702,0.049694,MIR-1238
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.7746,0.049957,MIR-1238
GO:0050727,regulation of inflammatory response,-1.8009,0.050228,MIR-1238
GO:0002269,leukocyte activation involved in inflammatory response,-1.8309,0.054301,MIR-1238
GO:0060759,regulation of response to cytokine stimulus,-1.7227,0.054527,MIR-1238
GO:0030101,natural killer cell activation,-1.7586,0.055206,MIR-1238
GO:0001819,positive regulation of cytokine production,-1.8017,0.055852,MIR-1238
GO:1990868,response to chemokine,-1.8023,0.063954,MIR-1238
GO:0032635,interleukin-6 production,-1.6803,0.065542,MIR-1238
GO:0032612,interleukin-1 production,-1.6532,0.070333,MIR-1238
GO:0050900,leukocyte migration,-1.6562,0.071496,MIR-1238
GO:0070661,leukocyte proliferation,-2.2379,<2.2e-16,MIR-1250
GO:0032637,interleukin-8 production,-2.2443,<2.2e-16,MIR-1250
GO:0032609,interferon-gamma production,-2.248,<2.2e-16,MIR-1250
GO:0050663,cytokine secretion,-2.2672,<2.2e-16,MIR-1250
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.323,<2.2e-16,MIR-1250
GO:0001819,positive regulation of cytokine production,-2.3354,<2.2e-16,MIR-1250
GO:0032635,interleukin-6 production,-2.3572,<2.2e-16,MIR-1250
GO:0002764,immune response-regulating signaling pathway,-2.4359,<2.2e-16,MIR-1250
GO:0034340,response to type I interferon,-2.4545,<2.2e-16,MIR-1250
GO:0002250,adaptive immune response,-2.4846,<2.2e-16,MIR-1250
GO:0034341,response to interferon-gamma,-2.5464,<2.2e-16,MIR-1250
GO:0002285,lymphocyte activation involved in immune response,-2.1178,0.00017344,MIR-1250
GO:0032623,interleukin-2 production,-2.136,0.00018211,MIR-1250
GO:0042110,T cell activation,-2.1486,0.00019170,MIR-1250
GO:0032633,interleukin-4 production,-2.1581,0.00020235,MIR-1250
GO:0045088,regulation of innate immune response,-2.1593,0.00021425,MIR-1250
GO:0050727,regulation of inflammatory response,-2.161,0.00022764,MIR-1250
GO:0002694,regulation of leukocyte activation,-1.9992,0.00038748,MIR-1250
GO:0002532,production of molecular mediator involved in inflammatory response,-2.0994,<2.2e-16,MIR-1226
GO:0032612,interleukin-1 production,-2.1184,<2.2e-16,MIR-1226
GO:0002683,negative regulation of immune system process,-2.1412,<2.2e-16,MIR-1226
GO:0032613,interleukin-10 production,-2.1566,<2.2e-16,MIR-1226
GO:0002526,acute inflammatory response,-2.1618,<2.2e-16,MIR-1226
GO:0002697,regulation of immune effector process,-2.1729,<2.2e-16,MIR-1226
GO:0032606,type I interferon production,-2.1747,<2.2e-16,MIR-1226
GO:0032615,interleukin-12 production,-2.1827,<2.2e-16,MIR-1226
GO:0032637,interleukin-8 production,-2.2411,<2.2e-16,MIR-1226
GO:0002694,regulation of leukocyte activation,-2.2545,<2.2e-16,MIR-1226
GO:0002269,leukocyte activation involved in inflammatory response,-2.2702,<2.2e-16,MIR-1226
GO:0032635,interleukin-6 production,-2.309,<2.2e-16,MIR-1226
GO:0002449,lymphocyte mediated immunity,-2.3836,<2.2e-16,MIR-1226
GO:0001819,positive regulation of cytokine production,-2.3949,<2.2e-16,MIR-1226
GO:0007159,leukocyte cell-cell adhesion,-2.436,<2.2e-16,MIR-1226
GO:0002764,immune response-regulating signaling pathway,-2.4092,<2.2e-16,MIR-1226
GO:0002250,adaptive immune response,-2.4226,<2.2e-16,MIR-1226
GO:0002285,lymphocyte activation involved in immune response,0.14504,0.95481,MIR-1179
GO:0032623,interleukin-2 production,2.429,<2.2e-16,MIR-1304
GO:0032612,interleukin-1 production,2.3463,<2.2e-16,MIR-1304
GO:0002250,adaptive immune response,2.3289,<2.2e-16,MIR-1304
GO:0007159,leukocyte cell-cell adhesion,2.323,<2.2e-16,MIR-1304
GO:0032609,interferon-gamma production,2.3207,<2.2e-16,MIR-1304
GO:0001819,positive regulation of cytokine production,2.2833,<2.2e-16,MIR-1304
GO:0050900,leukocyte migration,2.2311,<2.2e-16,MIR-1304
GO:0070661,leukocyte proliferation,2.1183,0.00021053,MIR-1304
GO:0070555,response to interleukin-1,2.1384,0.00023685,MIR-1304
GO:0070671,response to interleukin-12,2.1533,0.00025264,MIR-1304
GO:0002764,immune response-regulating signaling pathway,2.1558,0.00027068,MIR-1304
GO:0071887,leukocyte apoptotic process,2.1722,0.00029150,MIR-1304
GO:0050663,cytokine secretion,2.1842,0.00031580,MIR-1304
GO:0042110,T cell activation,2.0777,0.00068901,MIR-1304
GO:0002521,leukocyte differentiation,2.0826,0.00072182,MIR-1304
GO:0032609,interferon-gamma production,-2.0681,<2.2e-16,MIR-1236
GO:0032637,interleukin-8 production,-2.0805,<2.2e-16,MIR-1236
GO:0070661,leukocyte proliferation,-2.0868,<2.2e-16,MIR-1236
GO:0007159,leukocyte cell-cell adhesion,-2.1059,<2.2e-16,MIR-1236
GO:0050900,leukocyte migration,-2.1531,<2.2e-16,MIR-1236
GO:0032635,interleukin-6 production,-2.1641,<2.2e-16,MIR-1236
GO:1990868,response to chemokine,-2.1691,<2.2e-16,MIR-1236
GO:0034341,response to interferon-gamma,-2.3939,<2.2e-16,MIR-1236
GO:0001819,positive regulation of cytokine production,-1.9903,0.00018458,MIR-1236
GO:0050727,regulation of inflammatory response,-2.006,0.00020919,MIR-1236
GO:0042116,macrophage activation,-2.0115,0.00022413,MIR-1236
GO:0002764,immune response-regulating signaling pathway,-1.9717,0.00082575,MIR-1236
GO:0032620,interleukin-17 production,-1.9515,0.00085578,MIR-1236
GO:0002526,acute inflammatory response,-1.9732,0.00087162,MIR-1236
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.9365,0.00095500,MIR-1236
GO:0032635,interleukin-6 production,-1.9366,0.0060182,MIR-1301
GO:1990868,response to chemokine,-1.8345,0.022067,MIR-1301
GO:0042116,macrophage activation,-1.7604,0.037614,MIR-1301
GO:0002532,production of molecular mediator involved in inflammatory response,-1.7712,0.038173,MIR-1301
GO:0032637,interleukin-8 production,-1.7662,0.038838,MIR-1301
GO:0002269,leukocyte activation involved in inflammatory response,-1.712,0.039094,MIR-1301
GO:0002764,immune response-regulating signaling pathway,-2.1193,<2.2e-16,MIR-1197
GO:0032606,type I interferon production,-2.242,<2.2e-16,MIR-1197
GO:0045088,regulation of innate immune response,-2.2446,<2.2e-16,MIR-1197
GO:0032609,interferon-gamma production,-2.2559,<2.2e-16,MIR-1197
GO:0035456,response to interferon-beta,-2.2679,<2.2e-16,MIR-1197
GO:0002449,lymphocyte mediated immunity,-2.2831,<2.2e-16,MIR-1197
GO:0002250,adaptive immune response,-2.3665,<2.2e-16,MIR-1197
GO:0034341,response to interferon-gamma,-2.4941,<2.2e-16,MIR-1197
GO:0034340,response to type I interferon,-2.7122,<2.2e-16,MIR-1197
GO:0032633,interleukin-4 production,-2.013,0.00016903,MIR-1197
GO:0019882,antigen processing and presentation,-2.0185,0.00017607,MIR-1197
GO:0032635,interleukin-6 production,-2.0311,0.00018373,MIR-1197
GO:0032615,interleukin-12 production,-2.0472,0.00020122,MIR-1197
GO:0001819,positive regulation of cytokine production,-2.0546,0.00023476,MIR-1197
GO:0002521,leukocyte differentiation,-2.0454,<2.2e-16,MIR-1264
GO:0030101,natural killer cell activation,-2.0527,<2.2e-16,MIR-1264
GO:0001818,negative regulation of cytokine production,-2.0936,<2.2e-16,MIR-1264
GO:0002437,inflammatory response to antigenic stimulus,-2.1172,<2.2e-16,MIR-1264
GO:0002683,negative regulation of immune system process,-2.1243,<2.2e-16,MIR-1264
GO:0002269,leukocyte activation involved in inflammatory response,-2.1348,<2.2e-16,MIR-1264
GO:0019882,antigen processing and presentation,-2.1502,<2.2e-16,MIR-1264
GO:0002285,lymphocyte activation involved in immune response,-2.1704,<2.2e-16,MIR-1264
GO:0002446,neutrophil mediated immunity,-2.2326,<2.2e-16,MIR-1264
GO:0002526,acute inflammatory response,-2.2472,<2.2e-16,MIR-1264
GO:0002697,regulation of immune effector process,-2.2688,<2.2e-16,MIR-1264
GO:0001819,positive regulation of cytokine production,-2.2895,<2.2e-16,MIR-1264
GO:0002694,regulation of leukocyte activation,-2.344,<2.2e-16,MIR-1264
GO:0002449,lymphocyte mediated immunity,-2.4715,<2.2e-16,MIR-1264
GO:0002764,immune response-regulating signaling pathway,-2.348,<2.2e-16,MIR-1264
GO:0002250,adaptive immune response,-2.4969,<2.2e-16,MIR-1264
GO:0033028,myeloid cell apoptotic process,3.6323,0.5555,MIR-1282
